Neighborhood,City,State,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Foggy Bottom,Washington,DC,38.9006918,-77.05182540000001,Devon and Blakely,38.901640756643964,-77.05015590423562,Sandwich Place
Foggy Bottom,Washington,DC,38.9006918,-77.05182540000001,Starbucks,38.901375,-77.050591,Coffee Shop
Foggy Bottom,Washington,DC,38.9006918,-77.05182540000001,DISH + Drinks,38.90139766842441,-77.05335935468877,American Restaurant
Foggy Bottom,Washington,DC,38.9006918,-77.05182540000001,7-Eleven,38.9011458,-77.0516978,Convenience Store
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Thomas Sweet Ice Cream Co.,38.90910978559348,-77.06400632858276,Ice Cream Shop
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Volta Park,38.910153460700215,-77.06729849092679,Park
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Via Umbria,38.909879857183576,-77.06456390582869,Market
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Boulangerie Christophe,38.908319897899915,-77.06382019286951,Bakery
Georgetown,Washington,DC,38.9097057,-77.06535650000002,JACO Juice & Taco Bar,38.911234402956346,-77.06565388424286,Juice Bar
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Oki Bowl at Georgetown,38.911068542236656,-77.06545740365982,Ramen Restaurant
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Nectar Skin Bar,38.91121303312989,-77.06530189417225,Shop & Service
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Patisserie Poupon,38.91158395413834,-77.06551262838076,Bakery
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Vicky's Nails,38.911260174682674,-77.06546906352128,Nail Salon
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Los Cuates,38.91052968206501,-77.06498907722361,Mexican Restaurant
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Simply Banh Mi,38.911462,-77.065634,Vietnamese Restaurant
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Basil Thai,38.91105518399016,-77.06529420967128,Thai Restaurant
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Bacchus Wine Cellar,38.91124316870633,-77.0653568872035,Wine Shop
Georgetown,Washington,DC,38.9097057,-77.06535650000002,TD Bank,38.91095897017031,-77.06487402319902,Bank
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Zannchi,38.90993669930511,-77.06465089853103,Korean Restaurant
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Capital One Bank,38.910189,-77.064632,Bank
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Metro Motor Georgetown,38.91074591,-77.06472024,Gas Station
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Pho Viet & Grille,38.91143073201649,-77.06530207370793,Vietnamese Restaurant
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Shell,38.910532,-77.065339,Gas Station
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Manny & Olga’s Pizza,38.91139669641479,-77.06542832466454,Pizza Place
Georgetown,Washington,DC,38.9097057,-77.06535650000002,Pizza Movers & Calzones,38.91135678231629,-77.065407972037,Pizza Place
Georgetown,Washington,DC,38.9097057,-77.06535650000002,BOSS Store,38.9097042,-77.0644285,Men's Store
Logan Circle,Washington,DC,38.909641,-77.0296369,Zengo Cycle,38.910029013996066,-77.03201339891285,Cycle Studio
Logan Circle,Washington,DC,38.909641,-77.0296369,The Studio Theatre,38.909956229756745,-77.03178153364127,Theater
Logan Circle,Washington,DC,38.909641,-77.0296369,ChurchKey,38.90850981187966,-77.03170854517576,Beer Bar
Logan Circle,Washington,DC,38.909641,-77.0296369,Players Club,38.909053927260146,-77.032141343185,Arcade
Logan Circle,Washington,DC,38.909641,-77.0296369,Logan Circle Park,38.90961904664924,-77.02963650226593,Park
Logan Circle,Washington,DC,38.909641,-77.0296369,Estadio,38.91024518228392,-77.03222751617432,Spanish Restaurant
Logan Circle,Washington,DC,38.909641,-77.0296369,Shake Shack,38.909024642826154,-77.03211015427871,Burger Joint
Logan Circle,Washington,DC,38.909641,-77.0296369,Slipstream,38.908350061490054,-77.03170984983443,Coffee Shop
Logan Circle,Washington,DC,38.909641,-77.0296369,TRADE,38.90927685111399,-77.0321164253239,Gay Bar
Logan Circle,Washington,DC,38.909641,-77.0296369,Pizzolis Pizzeria,38.909168345699314,-77.028188310416,Sandwich Place
Logan Circle,Washington,DC,38.909641,-77.0296369,Sun Cleaners,38.90915853594029,-77.03204349930466,Laundry Service
Logan Circle,Washington,DC,38.909641,-77.0296369,PNC Bank,38.90984132543189,-77.03234419226641,Bank
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Apple Carnegie Library,38.9025851,-77.02295,Electronics Store
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,The Capital Burger,38.903107469563096,-77.02175147440852,Burger Joint
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Kinship,38.90330468791273,-77.02179735225961,New American Restaurant
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Corduroy,38.90500204810742,-77.02403211217431,New American Restaurant
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Unconventional Diner,38.9061793763914,-77.02358543872833,American Restaurant
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Morris,38.90348237422747,-77.02193680237612,Cocktail Bar
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,The Carnegie Library at Mount Vernon Square,38.902579173856985,-77.02294764131388,Building
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,The Dabney,38.9062967643885,-77.02441892723648,American Restaurant
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Reformation Fitness,38.90629991389218,-77.02406446324615,Gym / Fitness Center
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,"Marriott Marquis Washington, DC",38.9035441,-77.0251303,Hotel
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,M Club at the Marriott Marquis,38.90353463102235,-77.0253923403526,Roof Deck
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Dabney Cellar,38.906326157964735,-77.02404518939271,Wine Bar
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,TallBoy,38.906484,-77.023806,Dive Bar
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,TG Cigars,38.90480995248489,-77.02405970185713,Smoke Shop
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Marriott Marquis Lobby Bar,38.903360898925115,-77.02491789897215,Hotel Bar
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Cuttin-Up Barber Shop,38.905934319106976,-77.02403767099733,Salon / Barbershop
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Sbarro,38.9044808,-77.0221051,Pizza Place
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Rumi’s Kitchen,38.904125,-77.020764,Persian Restaurant
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Baby Wale,38.90511999331142,-77.0240216259269,American Restaurant
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Mount Vernon Square,38.902556,-77.023011,Plaza
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Compass Coffee,38.903771,-77.02166899999999,Coffee Shop
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,The Henley Park Hotel,38.90333535694329,-77.02585552755232,Hotel
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Starbucks,38.903838,-77.024242,Coffee Shop
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,Modern Liquors,38.90579323795389,-77.02414870262146,Liquor Store
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,CVS pharmacy,38.90297720553308,-77.02113328900113,Pharmacy
Mount Vernon Square,Washington,DC,38.9042772,-77.0234435,WMATA Bus Stop #1001330 (70),38.905487,-77.021812,Bus Stop
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,National Portrait Gallery,38.89771275421679,-77.02299004595119,Art Museum
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Smithsonian American Art Museum,38.89774646995226,-77.02297925949097,Art Museum
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Bang Salon,38.89734496855647,-77.02157577325032,Salon / Barbershop
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Robert and Arlene Kogod Courtyard,38.897954661304595,-77.02295870066385,Plaza
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Shakespeare Theatre Company - Lansburgh Theatre,38.8957174132878,-77.02218532562256,Theater
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Denson Liquor Bar,38.89704716170255,-77.020106613636,Cocktail Bar
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Capital One Arena,38.89817674879205,-77.02081647117853,Basketball Stadium
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Shakespeare Theatre Company - Harman Hall,38.89736406316925,-77.02036323283596,Theater
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Jaleo,38.89591364146447,-77.02216386795044,Tapas Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Zaytinya,38.898811,-77.023645,Mediterranean Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,barmini by José Andrés,38.896254767585,-77.02388112385287,Cocktail Bar
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Vida Fitness,38.897331104955924,-77.02153808403328,Gym
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Shake Shack,38.89699497424359,-77.02376246452332,Burger Joint
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,The Smith,38.897401106575686,-77.02414806606447,American Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,China Chilcano,38.895425,-77.022176,Peruvian Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Acela Club,38.89810157171325,-77.02089702227093,American Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,sweetgreen,38.8959378,-77.0213638,Salad Place
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,BIBIBOP Asian Grill,38.898887049646085,-77.02187587124807,Asian Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,HipCityVeg,38.898953021427914,-77.02214509248734,Vegetarian / Vegan Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Clyde's of Gallery Place,38.89890515840885,-77.02178256466146,American Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,America's Presidents,38.89772073835699,-77.02353816025864,Exhibit
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Luke's Lobster,38.896191863619975,-77.02146726569346,Seafood Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,CHOPT,38.899251,-77.022113,Salad Place
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Ella's Wood-Fired Pizza,38.897844581305094,-77.02421844005585,Pizza Place
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Kimpton Hotel Monaco Washington DC,38.896751,-77.022487,Hotel
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Daikaya,38.898537619341155,-77.01964259147644,Ramen Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Gibson Guitar Showroom DC,38.898737268193386,-77.02200427397115,Music Store
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Legal Sea Foods,38.898795416712815,-77.02185307275104,Seafood Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Izakaya,38.898577168652864,-77.01986527730847,Japanese Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Pi Pizzeria,38.897168236459606,-77.02465832233429,Pizza Place
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Poki District,38.897185,-77.02456,Poke Place
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Pitango Gelato,38.89518508943976,-77.02171593904495,Ice Cream Shop
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Rosa Mexicano,38.897318898346754,-77.02152681288719,Mexican Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Penn Quarter FRESHFARM Market,38.89732322487216,-77.02294835545382,Farmers Market
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Hill Country Barbecue Market,38.895088644463215,-77.02216655015945,BBQ Joint
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Cedar,38.89615616284802,-77.02339925845178,New American Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,City Segway Tours/Capital City Bike Tours,38.898180852568686,-77.0239337107835,Tour Provider
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Luce Foundation Reading Room at tha National Art and Portrait Gallery,38.89773789498928,-77.02391238701837,Art Museum
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Red Velvet Cupcakery,38.896347,-77.021822,Cupcake Shop
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Capital One Café,38.8995354,-77.022111,Café
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Downtown Holiday Market,38.89731516870854,-77.02254753691201,Christmas Market
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Succotash,38.89752562411941,-77.02478018637784,Southern / Soul Food Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Escape the Room DC,38.89513513339035,-77.02193144921121,General Entertainment
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Stonewalls Section 118,38.89838277166343,-77.02120197781927,Basketball Stadium
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Clyde's Alley Bar,38.89880541619122,-77.02172390026773,Bar
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Jackpot,38.89934963421794,-77.02213168144226,Bar
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Tangysweet,38.896179155812746,-77.02182603462488,Frozen Yogurt Shop
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,National Academies - Keck Center,38.89639271563777,-77.01933876398704,Bookstore
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Fuel Pizza,38.89715009827749,-77.01998241956937,Pizza Place
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Carmine’s Italian Restaurant,38.8956851,-77.0217655,Italian Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Washington Wizards,38.89838759837583,-77.02113520670092,Athletics & Sports
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Absolute Thai,38.89839997327056,-77.01965435662754,Thai Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Regal Gallery Place & 4DX,38.8988295914455,-77.02121770639668,Movie Theater
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Hertz,38.898112,-77.020871,Rental Car Location
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,The Boardwalk DC,38.89637498429718,-77.02170521020889,Bar
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,LOFT,38.8990255,-77.0217346,Women's Store
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Thai Chili,38.89880376215145,-77.02125808299522,Thai Restaurant
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Dunkin',38.89812573153764,-77.02106528585107,Donut Shop
Penn Quarter,Washington,DC,38.8973308,-77.02194250000002,Starbucks,38.896070261132465,-77.02184613655419,Coffee Shop
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Dolcezza Artisanal Gelato,38.912786,-77.045628,Ice Cream Shop
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,McClellan's Retreat,38.91427527646173,-77.046580016613,Whisky Bar
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Flywheel Sports,38.91525,-77.04512,Cycle Studio
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Glen's Garden Market,38.91431915464067,-77.04500801454998,Grocery Store
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,ArtJamz Dupont Studio,38.91363907647949,-77.04589639008898,Art Gallery
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Spa Logic,38.9133259,-77.0451013,Spa
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Looped Yarn Works,38.913700486530146,-77.04586821456097,Arts & Crafts Store
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Teaism,38.91275384366248,-77.04583436250687,Tea Room
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Bethesda Bagels,38.913263078573614,-77.04585045576094,Bagel Shop
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Bistrot Du Coin,38.913738,-77.046117,Bistro
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Salon Cielo,38.913793,-77.045431,Salon / Barbershop
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Spanish Steps,38.913694919023634,-77.04876543467306,Scenic Lookout
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Washington Sports Clubs,38.91550655790439,-77.04591330955736,Gym / Fitness Center
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Ruth's Chris Steak House,38.9142233,-77.0457943,Steakhouse
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,The Board Room,38.91361995823951,-77.04540252685547,Bar
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Mimosa Salon and Spa,38.912953418991485,-77.04553806790108,Salon / Barbershop
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,R n R Nail & Spa,38.91304549105678,-77.04536147096849,Spa
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,The Mediterranean Way Gourmet Market,38.91314270339207,-77.04532339909042,Gourmet Shop
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Soho Cafe & Market,38.91540765577271,-77.046163883918,Café
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Dupont Nails And Spa,38.913178044991355,-77.04542864226285,Nail Salon
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Across The Pond,38.91376322713348,-77.04591241446197,Pub
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,European Wax Center,38.91368879684299,-77.0456658693745,Spa
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Russia House Restaurant & Lounge,38.91445619518063,-77.04625499678077,Russian Restaurant
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Starbucks,38.912708299996474,-77.0454548516785,Coffee Shop
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Banana Leaves,38.914544946920415,-77.04561882514031,Asian Restaurant
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Thai Chef,38.9130272448272,-77.04578340053558,Thai Restaurant
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,La Tomate,38.91289993601893,-77.04506188631058,Italian Restaurant
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Brighter Image,38.9133475571015,-77.0456692413185,Optical Shop
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Buca di Beppo,38.9151048,-77.0459734,Italian Restaurant
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Secondi Consignment,38.912783521844446,-77.04538409836844,Women's Store
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,City Lights Of China,38.9134092549391,-77.0454612500874,Chinese Restaurant
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Laogai Museum,38.913906,-77.045126,History Museum
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Le Mirch,38.91387604076836,-77.0459281738823,Indian Restaurant
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Hilton,38.91639354078766,-77.04516381025314,Hotel
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Thaiphoon,38.914277,-77.045689,Thai Restaurant
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Sette Osteria,38.912504,-77.045447,Italian Restaurant
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Hertz,38.916513,-77.045359,Rental Car Location
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Churchill Hotel Near Embassy Row,38.91637196112075,-77.04643488634892,Hotel
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,TD Bank,38.9139321,-77.0455869,Bank
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Flippin Pizza,38.91378836944931,-77.04580310861397,Pizza Place
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,FedEx Office Print & Ship Center,38.91636849763787,-77.04512625932693,Shipping Store
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Alero Restaurant,38.9135322857215,-77.04572178106663,Mexican Restaurant
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,Universal Wine and Spirits,38.914675607909274,-77.0457845228186,Liquor Store
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,McClellan's Sports Bar,38.9163814784263,-77.04514999140167,Sports Bar
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,The Coffee Bean & Tea Leaf,38.91630905278346,-77.0457273196002,Coffee Shop
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,BiBap Bar,38.91359282709986,-77.04616963863373,Korean Restaurant
Sheridan Kalorama,Washington,DC,38.91450070000001,-77.046174,National Italian American Foundation,38.91512863107701,-77.043793542057,Office
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Hungry Heart Food Truck,38.886415653650346,-77.02137054888699,Food Truck
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Holiday Inn Capitol,38.8856587,-77.019633,Hotel
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Holiday Inn Capitol Pool,38.885671,-77.019683,Hotel Pool
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,DC Pollo,38.88641560445415,-77.02132556254834,Food Truck
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Dunkin',38.88472414319495,-77.02368169955662,Donut Shop
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Wells Fargo,38.886407,-77.020383,Bank
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Pizza Autentica,38.88509894531391,-77.02209948587051,Pizza Place
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Halal Grill,38.88644244337819,-77.02120747332991,Food Truck
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Brown Bag,38.88406904199439,-77.02377028043507,Restaurant
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Starbucks,38.88606361,-77.02154821,Coffee Shop
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Au Bon Pain,38.884022072413615,-77.02353127922845,Bakery
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Moe's Southwest Grill,38.88433209657757,-77.02346741345893,Mexican Restaurant
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,DC Doner Food Truck,38.886444195488316,-77.02108938399635,Food Truck
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,L'Enfant VRE Station,38.88580239370601,-77.02121990264773,Train Station
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Starbucks,38.88580509750105,-77.01962113380432,Coffee Shop
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Vie de France,38.88609281671022,-77.02063525594232,French Restaurant
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Capital Bikeshare - L'Enfant Plaza / 7th & C St SW,38.886296717590824,-77.02167326899753,Bike Rental / Bike Share
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Parskabob,38.88648297550462,-77.02200035587384,Mediterranean Restaurant
Southwest Federal Center,Washington,DC,38.88561929999999,-77.02191239999998,Zipcar,38.88613522052765,-77.02154159545898,Rental Car Location
West End,Washington,DC,38.906804799999996,-77.05212890000001,Park Hyatt Washington D.C.,38.905701,-77.051075,Hotel
West End,Washington,DC,38.906804799999996,-77.05212890000001,Blue Duck Tavern,38.905400570639486,-77.05132560322167,New American Restaurant
West End,Washington,DC,38.906804799999996,-77.05212890000001,Nobu,38.9055052,-77.0538088,Sushi Restaurant
West End,Washington,DC,38.906804799999996,-77.05212890000001,Landmark West End Cinema,38.90579026569166,-77.05031816148185,Movie Theater
West End,Washington,DC,38.906804799999996,-77.05212890000001,Rock Creek Running Trail,38.908084,-77.049868,Trail
West End,Washington,DC,38.906804799999996,-77.05212890000001,Lounge & Bar at Park Hyatt Washington,38.90574555068066,-77.0514266060769,Hotel Bar
West End,Washington,DC,38.906804799999996,-77.05212890000001,"The Fairmont Washington, D.C.",38.90578409527038,-77.05153649234613,Hotel
West End,Washington,DC,38.906804799999996,-77.05212890000001,The District by Hilton Club,38.906894,-77.0495963,Hotel
West End,Washington,DC,38.906804799999996,-77.05212890000001,SoulCycle West End,38.9054321444336,-77.05033242702484,Cycle Studio
West End,Washington,DC,38.906804799999996,-77.05212890000001,"The Westin Georgetown, Washington D.C.",38.90495309197278,-77.05100330768948,Hotel
West End,Washington,DC,38.906804799999996,-77.05212890000001,Fairmont Gold Lounge,38.90576984509664,-77.0518262095792,Hotel Bar
West End,Washington,DC,38.906804799999996,-77.05212890000001,West Wing Cafe,38.90525714655875,-77.05200144153422,Sandwich Place
West End,Washington,DC,38.906804799999996,-77.05212890000001,Uptowner Cafe,38.90483689364071,-77.05162581961929,Deli / Bodega
West End,Washington,DC,38.906804799999996,-77.05212890000001,Francis Pool,38.907623515628686,-77.05348324170845,Pool
West End,Washington,DC,38.906804799999996,-77.05212890000001,Juniper,38.9053139923547,-77.05201643345434,American Restaurant
West End,Washington,DC,38.906804799999996,-77.05212890000001,Balance Gym Foggy Bottom,38.905653613982,-77.05158933594059,Gym
West End,Washington,DC,38.906804799999996,-77.05212890000001,FedEx Office Print & Ship Center,38.905042,-77.052135,Shipping Store
West End,Washington,DC,38.906804799999996,-77.05212890000001,N Street Tennis Courts,38.907903966147465,-77.05043881105094,Tennis Court
West End,Washington,DC,38.906804799999996,-77.05212890000001,Starbucks,38.90513,-77.05183,Coffee Shop
West End,Washington,DC,38.906804799999996,-77.05212890000001,Rock Creek Parkway,38.90860052088411,-77.05368518829346,Road
West End,Washington,DC,38.906804799999996,-77.05212890000001,Fairmont Spa ~ Washington Circle,38.90581130981445,-77.05194091796875,Spa
West End,Washington,DC,38.906804799999996,-77.05212890000001,Francis Field,38.90623509826455,-77.05345279449519,Park
West End,Washington,DC,38.906804799999996,-77.05212890000001,The Caucus Room Brasserie,38.9049295,-77.0509781,Steakhouse
Berkley,Washington,DC,38.9215975,-77.0924196,W Street Park,38.919893243884,-77.09350707474304,Playground
Cathedral Heights,Washington,DC,38.9334728,-77.07983519999998,Avalon Fitness Center,38.933459777485545,-77.08203625309952,Gym
Cleveland Park,Washington,DC,38.9346348,-77.0663921,Cleveland Park Club,38.935881,-77.06506,Pool
Cleveland Park,Washington,DC,38.9346348,-77.0663921,Macomb Recreational Center,38.93371216935444,-77.06711586061546,Playground
Cleveland Park,Washington,DC,38.9346348,-77.0663921,Macomb Playground,38.93375406571039,-77.06715127472302,Playground
Colony Hill,Washington,DC,38.913167,-77.08720029999998,La Boulangerie,38.91355895996094,-77.08507537841797,Bakery
Friendship Heights,Washington,DC,38.956571200000006,-77.083787,Rodman's,38.956221507714126,-77.08370183862257,Supermarket
Friendship Heights,Washington,DC,38.956571200000006,-77.083787,Joy of Motion Dance Center Friendship Heights,38.95728191673143,-77.08370610505641,Dance Studio
Friendship Heights,Washington,DC,38.956571200000006,-77.083787,Crunch Fitness - Chevy Chase,38.956506,-77.084082,Gym / Fitness Center
